Id;username;party;text;created_at;retweet_count;favorite_count;text_clean
6205;javiermulleras;pp;Visitando el “Mercat dels Encants” de la mano del Presidente de sus paradistas, un mercado que Colau ha dejado olvidado en favor del TOP-MANTA y la venta ilegal del “mercado de la miseria” #StopColau ;2018-06-11 10:42:56;13;15;visitando el mercat dels encants de la mano del presidente de sus paradistas un mercado que colau ha dejado olvidado en favor del top manta y la venta ilegal del mercado de la miseria stopcolau 
6206;PareraEva;vallsbcn;@manuelvalls El botiguer, el comerciant, l'emprenedor no són l'enemic. Són un soci més de Barcelona i així han de ser tractats. La ciutat els necessita. ;2019-03-05 21:23:26;1;5;manuelvalls el botiguer el comerciant l emprenedor no son l enemic son un soci mes de barcelona i aixi han de ser tractats la ciutat els necessita 
6207;quimforn;jxcat;"El meu condol i solidaritat per la mort de l’històric president del @eajpnv, personalitat decisiva en la historia d’Euskadi del darrer quart del segle passat; un patriota, i un exemple de fortalesa en les seves conviccions. Una abraçada a família i companys. Descansi en pau. ";2019-02-28 19:39:54;371;1835;el meu condol i solidaritat per la mort de l historic president del eajpnv personalitat decisiva en la historia d euskadi del darrer quart del segle passat un patriota i un exemple de fortalesa en les seves conviccions una abracada a familia i companys descansi en pau 
6208;subirats9;bcomu;Avui hem rebut el Diploma acreditatiu del Premi @TimeOutBCN per votació dels lectors a la “Millor iniciativa Cultural” 2018 a la Biennal de pensament #CiutatOberta Un premi a compartir amb comissaris, equip de @bcncultura i els més de cent ponents i entitats implicades ;2019-01-10 09:03:33;22;113;avui hem rebut el diploma acreditatiu del premi timeoutbcn per votacio dels lectors a la millor iniciativa cultural a la biennal de pensament ciutatoberta un premi a compartir amb comissaris equip de bcncultura i els mes de cent ponents i entitats implicades 
6209;fjavilopez;psc;Interesante debate sobre el trabajo realizado durante este mandato y explicando nuestras propuestas de futuro, especialmente vinculadas al gran reto global de las migraciones y más focalizado en nuestro continente. ¡Gracias por acompañarnos! #EuropeTogether ;2019-02-21 23:17:38;11;21;interesante debate sobre el trabajo realizado durante este mandato y explicando nuestras propuestas de futuro especialmente vinculadas al gran reto global de las migraciones y mas focalizado en nuestro continente gracias por acompanarnos europetogether 
6210;miquelpuigrapos;erc;Santi Vila ha pagat la fiança com ho haguéssim fet la majoria. En una situació similar, però, Nuet s'havia comportat com un dels grans;2017-11-04 21:24:33;7;27;santi vila ha pagat la fianca com ho haguessim fet la majoria en una situacio similar pero nuet s havia comportat com un dels grans
6211;albertofdezxbcn;pp;Esta noche asistiré a la cena inaugural del #MWC que los CDR pretenden boicotear. Manifestarse contra el Rey, es manifestarse contra #Barcelona. Al independentismo solo le importa la estelada y nunca ha querido ni creído en Barcelona ;2019-02-24 15:46:45;40;69;esta noche asistire a la cena inaugural del mwc que los cdr pretenden boicotear manifestarse contra el rey es manifestarse contra barcelona al independentismo solo le importa la estelada y nunca ha querido ni creido en barcelona 
6212;neusmunte;jxcat;"Visita al @BancAlimentsBcn  
Fa un treball ingent de lluita contra el malbaratament d’aliments i la seva redistribució entre persones en situació de vulnerabilitat. L’espai on està ubicat és del tot insuficient i cal trobar una solució logística per a la seva activitat solidària ";2019-03-27 11:25:32;15;46;visita al bancalimentsbcn fa un treball ingent de lluita contra el malbaratament d aliments i la seva redistribucio entre persones en situacio de vulnerabilitat l espai on esta ubicat es del tot insuficient i cal trobar una solucio logistica per a la seva activitat solidaria 
6213;ferranmascarell;jxcat;Commemorar vol dir mirar endavant, entendre les idees, copsar les connexions, comprendre els itineraris que ens han dut on som.;2015-11-30 23:24:14;9;10;commemorar vol dir mirar endavant entendre les idees copsar les connexions comprendre els itineraris que ens han dut on som 
6214;ferranmascarell;jxcat;A Blanquerna obrint la III jornada Ensenyar català a Espanya i Portugal, Idees i experiències. ;2016-10-28 08:16:01;2;9;a blanquerna obrint la iii jornada ensenyar catala a espanya i portugal idees i experiencies 
6215;Elisendalamany;erc;El teatre català necessita la gent jove. I la gent jove, el teatre! Recomanable, #youth4tnc @teatrenacional. Somnis, desitjos i pors dels qui vam ser alguna vegada nosaltres! ;2018-12-01 20:23:50;5;32;el teatre catala necessita la gent jove i la gent jove el teatre recomanable youth tnc teatrenacional somnis desitjos i pors dels qui vam ser alguna vegada nosaltres 
6216;junqueras;erc;"Junqueras:

L’#1O ens va ensenyar que les porres i els cops son sempre la pitjor solució i no pot ser la nostra via. 
Tenim les ferides encara obertes. Som gent de pau i el nostre és i sempre ha estat un moviment pacífic. Demostrem-ho cada dia, també avui!";2018-10-01 20:13:02;1913;6337;junqueras l o ens va ensenyar que les porres i els cops son sempre la pitjor solucio i no pot ser la nostra via tenim les ferides encara obertes som gent de pau i el nostre es i sempre ha estat un moviment pacific demostrem ho cada dia tambe avui 
6217;montsebenedi;erc;A la Plaça de Sant Jaume ens concentrem per exigir prou impunitat. El masclisme ens atenalla a totes i tots. “No és abús és violàció” “És criminal la justícia patriarcal” #EnsVolemLliures ;2018-06-21 17:18:19;26;45;a la placa de sant jaume ens concentrem per exigir prou impunitat el masclisme ens atenalla a totes i tots no es abus es violacio es criminal la justicia patriarcal ensvolemlliures 
6218;G_Pisarello;bcomu;"A 43 años del golpe cívico-militar en Argentina, volvemos a salir a recordar a nuestros muertos y desaparecidos.

A pesar de los golpes y de tanto dolor, seguimos juntos y en pie. Celebrando la vida y exigiendo, siempre, Memoria, Verdad, Justicia.
#30MilRazonesParaSeguirLuchando ";2019-03-24 18:29:05;44;117;a anos del golpe civico militar en argentina volvemos a salir a recordar a nuestros muertos y desaparecidos a pesar de los golpes y de tanto dolor seguimos juntos y en pie celebrando la vida y exigiendo siempre memoria verdad justicia milrazonesparaseguirluchando 
6219;montsebenedi;erc;"#5dones , anem sumant hem de ser moltes més!
@malonsoiz @lourdesg2a @AlbaMetge @nanasalvador @t_capdevila";2018-03-08 09:32:50;3;10; dones anem sumant hem de ser moltes mes malonsoiz lourdesg a albametge nanasalvador tcapdevila
6220;montsebenedi;erc;460 persones ens hem trobat avui al Sopar groc de Sants-Monjuïc. Persistim, resistim i exigim #LlibertatPresesPolítiques #LlibertatPresosPolítics Seguirem tossudament alçades fins a la victòria. ;2018-10-19 20:04:40;4;19; persones ens hem trobat avui al sopar groc de sants monjuic persistim resistim i exigim llibertatpresespolitiques llibertatpresospolitics seguirem tossudament alcades fins a la victoria 
6221;montsebenedi;erc;"Des d’ahir estic rebent constants mostres de suport i escalf de persones per davant de tot demòcrates.
Gairabé totes acaben amb un “ens en sortirem”
Ja ho crec que ens en sortirem! Plegades persistirem amb fermesa en la defensa dels drets civils i polítics i les llibertats.";2018-03-24 10:12:36;5;42;des d ahir estic rebent constants mostres de suport i escalf de persones per davant de tot democrates gairabe totes acaben amb un ens en sortirem ja ho crec que ens en sortirem plegades persistirem amb fermesa en la defensa dels drets civils i politics i les llibertats 
6222;chantal_moll;vallsbcn;Valls: “A BCN le interesa más ser destino internacional que capital de la república catalana” ;2018-09-09 10:58:31;0;3;valls a bcn le interesa mas ser destino internacional que capital de la republica catalana 
6223;lauballarin;psc;Estas son las mejores terrazas de Lisboa 😍🇵🇹🍹 #Travels #Lisboa #Alfacinha #PT #Rooftops  vía @CNTravelerSpain;2018-12-30 15:36:24;0;2;estas son las mejores terrazas de lisboa travels lisboa alfacinha pt rooftops via cntravelerspain
6224;elpiratavell;cup;"Aquest 2019 comença amb una vaga indefinida a la planta de @Cacaolat a Santa Coloma de Gramenet. 

Tot el suport a les companyes de @cgt_cacaolat. Solidaritat i resistència! ";2019-01-03 07:49:40;1;8;aquest comenca amb una vaga indefinida a la planta de cacaolat a santa coloma de gramenet tot el suport a les companyes de cgtcacaolat solidaritat i resistencia 
6225;leobejarano;cup;Molt il·lusionant el projecte de la nova junta del @COAMBcat liderada pel @ricardvizcarra pels propers 2 anys: 2018 - 2020. #AssembleaCOAMB ;2018-04-07 11:16:39;7;21;molt il lusionant el projecte de la nova junta del coambcat liderada pel ricardvizcarra pels propers anys assembleacoamb 
6226;mvilaredon;bcncapital;No entenc gaire per què s'inicia una vaga de fam per un tema procedimental i no per la causa en si. Però tinc molt de respecte per qui decideix iniciar-ne una, pq dur-la fins a les últimes conseqüències és estar disposat a morir. És molt seriós i com a tal ens ho hem de prendre.;2018-12-01 16:58:59;245;905;no entenc gaire per que s inicia una vaga de fam per un tema procedimental i no per la causa en si pero tinc molt de respecte per qui decideix iniciar ne una pq dur la fins a les ultimes consequencies es estar disposat a morir es molt serios i com a tal ens ho hem de prendre 
6227;galapita;bcomu;"Ahir vaig estar a @basicsbtv parlant del CAP del Raval Nord @NordRaval i la votació de divendres que ve. 
Cal prioritzar la ciutat, el barri del Raval i sortir de la lògica electoralista 
";2019-03-22 11:10:57;24;42;ahir vaig estar a basicsbtv parlant del cap del raval nord nordraval i la votacio de divendres que ve cal prioritzar la ciutat el barri del raval i sortir de la logica electoralista 
6228;chantal_moll;vallsbcn;Tendencias q cambiarán el rol de las Universidades expuestas en el IV Congreso internacional de Innovación educativa: apertura, pluralidad, flexibilidad, tecnología @univconvivencia @BibDret ;2018-12-08 23:31:56;0;4;tendencias q cambiaran el rol de las universidades expuestas en el iv congreso internacional de innovacion educativa apertura pluralidad flexibilidad tecnologia univconvivencia bibdret 
6229;montsebenedi;erc;Obrim la Convenció amb les paraules de la @martarovira Volem dirigir, volem decidir, volem transformar #DonesElectesEsquerra ;2018-10-20 08:38:05;19;43;obrim la convencio amb les paraules de la martarovira volem dirigir volem decidir volem transformar doneselectesesquerra 
6230;DolorsMM;pp;"Defendemos la igualdad desde la libertad y rechazamos que se ataque a mujeres por decidir si van o no la manifestación del #8M. En el Partido Popular defendemos la libertad de todos los españoles.  

 #Objetivo8M ";2019-03-10 22:14:31;106;258;defendemos la igualdad desde la libertad y rechazamos que se ataque a mujeres por decidir si van o no la manifestacion del m en el partido popular defendemos la libertad de todos los espanoles objetivo m 
6231;miquelpuigrapos;erc;Vigila Antich, que la Junta a Electoral no obligui a canviar el color corporatiu de El Nacional ;2017-11-29 21:20:00;11;50;vigila antich que la junta a electoral no obligui a canviar el color corporatiu de el nacional 
6232;janetsanz;bcomu;"Medalla d’Or de la Ciutat de Barcelona per l’estimat Oriol Bohigas. Una vida dedicada a l’arquitectura i a Barcelona. 
D’ell hem après a fer un urbanisme democratitzador, pensant en els barris i la gent. 
Felicitats Oriol! Més que merescut. ";2018-10-25 19:16:13;12;31;medalla d or de la ciutat de barcelona per l estimat oriol bohigas una vida dedicada a l arquitectura i a barcelona d ell hem apres a fer un urbanisme democratitzador pensant en els barris i la gent felicitats oriol mes que merescut 
6233;jordigraupera;bcncapital;"Una cosa que he descobert aquests reis és que El Sr del Anells costa molt de trobar en català. L'edita Vicenç Vives (ed. escolar) i els llibreters diuen que la distribució és estranya i no els arriba.
En castellà i anglès, edicions de luxe i tal arreu. Algú hauria d'espavilar.";2019-01-05 12:16:24;538;1463;una cosa que he descobert aquests reis es que el sr del anells costa molt de trobar en catala l edita vicenc vives ed escolar i els llibreters diuen que la distribucio es estranya i no els arriba en castella i angles edicions de luxe i tal arreu algu hauria d espavilar 
6234;jordicoronas;erc;La consellera @nuriapimartinez li ha tingut que explicar al regidor de Gràcia en que consistia la mesura de tempteig i retracte d’edificis i solars, perquè no se la sabia. Quines coses #PleGràcia ;2018-10-10 17:41:19;2;8;la consellera nuriapimartinez li ha tingut que explicar al regidor de gracia en que consistia la mesura de tempteig i retracte d edificis i solars perque no se la sabia quines coses plegracia 
6235;mvilaredon;bcncapital;Falten 23 dies per la primera volta. Si encara no t'has inscrit per votar, fes-ho a  Quantes vegades has pogut triar tots i cada un dels candidats d'una llista electoral? ;2018-11-21 15:42:16;19;17;falten dies per la primera volta si encara no t has inscrit per votar fes ho a quantes vegades has pogut triar tots i cada un dels candidats d una llista electoral 
6236;junqueras;erc;"Carta de @toni_comin a @junqueras: ""Hem posat la vida al servei d’aquests ideals i del projecte que avui el concreta. Com a persones fràgils i fal·libles, però també com a persones amb coratge, per què no dir-ho, disposades a assumir certs sacrificis""
";2017-12-01 10:08:50;1119;2978;carta de tonicomin a junqueras hem posat la vida al servei d aquests ideals i del projecte que avui el concreta com a persones fragils i fal libles pero tambe com a persones amb coratge per que no dir ho disposades a assumir certs sacrificis 
6237;junqueras;erc;"Modèstia, prudència i compromís. Compromís a l’hora d’intentar millorar el món.
Un article sobre quàntica de l’Oriol Junqueras. 

";2019-01-29 08:38:11;217;676;modestia prudencia i compromis compromis a l hora d intentar millorar el mon un article sobre quantica de l oriol junqueras 
6238;quimforn;jxcat;Gràcies als @bomberscat per la feina que feu, com a uniformats, però també la vostra gran categoria personal i dignitat que heu demostrat ;2017-10-06 09:45:17;466;1250;gracies als bomberscat per la feina que feu com a uniformats pero tambe la vostra gran categoria personal i dignitat que heu demostrat 
6239;DianaRibaGiner;erc;Agraeixo la confiança de l’Oriol @junqueras i d’@Esquerra_ERC . Els ànims del @raulromeva van ser definitius per acceptar. Serem la veu dels que volen silenciats. ;2018-12-15 12:18:06;495;1941;agraeixo la confianca de l oriol junqueras i d esquerraerc els anims del raulromeva van ser definitius per acceptar serem la veu dels que volen silenciats 
6240;galapita;bcomu;"""El Borsí reobre amb una exposició sobre el Pla de barris"" no us la perdeu #SetzeBarrisMilCiutats ";2019-02-17 11:17:33;9;29; el borsi reobre amb una exposicio sobre el pla de barris no us la perdeu setzebarrismilciutats 
6241;Elisendalamany;erc;La societat ha canviat i la política també hauria de renovar-se. Fem el que podem...Així que moltes gràcies, @ginadrieguez, per esmentar les històries que penjo a IG! 🤳🏽 ;2018-12-30 16:04:53;3;20;la societat ha canviat i la politica tambe hauria de renovar se fem el que podem aixi que moltes gracies ginadrieguez per esmentar les histories que penjo a ig 
6242;DolorsMM;pp;"Al independentismo le conviene que Sánchez siga en Moncloa porque así tiene garantizadas sus concesiones.

Lo que no le conviene es que @pablocasado_ sea Presidente, porque garantiza la aplicación del 155 y la defensa firme de la Constitución.

@Desayunos_tve ";2019-02-12 09:32:36;165;327;al independentismo le conviene que sanchez siga en moncloa porque asi tiene garantizadas sus concesiones lo que no le conviene es que pablocasado sea presidente porque garantiza la aplicacion del y la defensa firme de la constitucion desayunostve 
6243;DolorsMM;pp;En el Día Internacional de la Mujer y la Niña en la Ciencia y los 365 días del año, debemos seguir trabajando para derribar estereotipos y conseguir la igualdad real. Contemos con todo el talento. #mujeryciencia;2019-02-11 16:17:52;79;255;en el dia internacional de la mujer y la nina en la ciencia y los dias del ano debemos seguir trabajando para derribar estereotipos y conseguir la igualdad real contemos con todo el talento mujeryciencia
6244;CarinaMejias;vallsbcn;"La justicia tumba el fichero de la Urbana promovido por Colau tal y como advirtió ⁦@CiutadansBCN⁩
Los sindicatos de la Guardia Urbana se revelaron contra el mismo,al considerar que invadía su aspecto privado y excedía de las competencias municipales. ";2019-03-16 08:17:59;33;37;la justicia tumba el fichero de la urbana promovido por colau tal y como advirtio ciutadansbcn los sindicatos de la guardia urbana se revelaron contra el mismo al considerar que invadia su aspecto privado y excedia de las competencias municipales 
6245;lauballarin;psc;Brava @arantxacalvera! Molt orgullosa. 💜#NiUnPasoAtras #FeministEurope #MeTooEP ;2019-01-17 14:02:14;2;5;brava arantxacalvera molt orgullosa niunpasoatras feministeurope metooep 
6246;janetsanz;bcomu;"Agraïment immens a @XavierDomenechs pel seu compromís i dedicació al capdavant d’un projecte col·lectiu que m’estimo. Lamento molt la seva decisió, però estic segura que seguirem construint somnis, i celebrant cada 14 d’abril, plegats. 
";2018-09-04 18:46:10;23;76;agraiment immens a xavierdomenechs pel seu compromis i dedicacio al capdavant d un projecte col lectiu que m estimo lamento molt la seva decisio pero estic segura que seguirem construint somnis i celebrant cada d abril plegats 
6247;jordigraupera;bcncapital;I si el referenden manen els partits i si no el referenden manen uns altres partits. I tota la resta continua igual. Referèndums-155. ;2019-02-24 10:04:13;55;145;i si el referenden manen els partits i si no el referenden manen uns altres partits i tota la resta continua igual referendums 
6248;Jaumeasens;bcomu;Avui @La_Directa rep el Premi Ciutat de BCN. Hi ha el periodisme de clavegueres i hi ha el periodisme d’investigació de les clavegueres. Gràcies @albertmartnez i resta per posar llum a les clavegueres d’ @Agbar. ;2019-02-14 18:26:18;152;541;avui ladirecta rep el premi ciutat de bcn hi ha el periodisme de clavegueres i hi ha el periodisme d investigacio de les clavegueres gracies albertmartnez i resta per posar llum a les clavegueres d agbar 
6249;laiabonetrull;psc;#Paritat arreu on es prenguin decisions: una premissa imprescindible perquè no només canviïn les formes, sinó també les decisions @lideratge_50a50 Felicitats amigues! ;2018-10-01 13:20:48;8;28;paritat arreu on es prenguin decisions una premissa imprescindible perque no nomes canviin les formes sino tambe les decisions lideratge a felicitats amigues 
6250;subirats9;bcomu;La mort de Ramon Folch i Camarassa ens recorda la importància d’ell, del seu pare i tants altres pioners que vàren ajudar a mantenir llengua i cultura pròpies. Jo vaig aprendre a llegir català amb exemplars del Patufet que els meus pares guardaven amb devoció. Descansi en pau;2019-01-03 15:57:46;16;111;la mort de ramon folch i camarassa ens recorda la importancia d ell del seu pare i tants altres pioners que varen ajudar a mantenir llengua i cultura propies jo vaig aprendre a llegir catala amb exemplars del patufet que els meus pares guardaven amb devocio descansi en pau
6251;ernestmaragall;erc;"Josep Fontana:
“L’historiador interroga el passat per entendre el present”
“...té posicionaments polítics, però no pot mentir”

Remouen consciències i es fan preguntes. 
El millor homenatge que li podem fer: saber, conèixer la història... i prendre el risc de construir el futur.";2018-08-28 12:41:37;388;1152;josep fontana l historiador interroga el passat per entendre el present te posicionaments politics pero no pot mentir remouen consciencies i es fan preguntes el millor homenatge que li podem fer saber coneixer la historia i prendre el risc de construir el futur 
6252;KRLS;jxcat;The Spanish Fascist Party is welcome in the European Parliament building... but democratically elected authorities like @QuimTorraiPla are not ;2019-02-26 19:11:50;2052;3359;the spanish fascist party is welcome in the european parliament building but democratically elected authorities like quimtorraipla are not 
6253;Jaumeasens;bcomu;“La República no existe, idiota!”. Buch quiere expedientar a un Mosso por decir estas palabras, mientras calla ante agresiones como éstas👇;2018-12-24 12:28:32;765;1107; la republica no existe idiota buch quiere expedientar a un mosso por decir estas palabras mientras calla ante agresiones como estas
6254;PareraEva;vallsbcn;Valls propone estudiar el transporte público gratuito y abrir el Aeropuerto las 24 horas ;2019-03-18 21:01:28;3;9;valls propone estudiar el transporte publico gratuito y abrir el aeropuerto las horas 
6255;montsebenedi;erc;"Son el present i el futur de la nostra societat. D’una ciutat i d’un país divers, obert, plural, acollidor; construït amb tothom i per a tothom. Gràcies per a fer possible una ciutat millor #ALEstiuBarcelonaTAcull ";2018-10-06 15:59:08;9;28;son el present i el futur de la nostra societat d una ciutat i d un pais divers obert plural acollidor construit amb tothom i per a tothom gracies per a fer possible una ciutat millor alestiubarcelonatacull 
6256;G_Pisarello;bcomu;"No només el Barça. Hem constatat que tb s’ha utilitzat el logo de l’Ajuntament de BCN sense permís i sense que existeixi cap relació amb aquesta iniciativa. Revisarem aquesta situació d’immediat.
 ";2019-02-02 10:06:08;850;1045;no nomes el barca hem constatat que tb s ha utilitzat el logo de l ajuntament de bcn sense permis i sense que existeixi cap relacio amb aquesta iniciativa revisarem aquesta situacio d immediat 
6257;ejimenezcara;pp;"🐠 el PSOE ha vuelto a hundir España, no les votaré nunca más!!! 

🐠 oh, mira, un líder socialista. Voy a votarle!!! 

Los españoles no somos Dori. Tenemos memoria y sabemos usarla.

👉 No dejes que la historia se repita. 

#eleccionesYA
💙🇪🇸 ";2018-10-06 10:27:33;115;115; el psoe ha vuelto a hundir espana no les votare nunca mas oh mira un lider socialista voy a votarle los espanoles no somos dori tenemos memoria y sabemos usarla no dejes que la historia se repita eleccionesya 
6258;g_lopezsanz;bcncapital;#elmeu10 a un examen de segon de batxillerat de matemàtiques aplicades a les ciències socials;2018-09-28 19:18:04;0;2;elmeu a un examen de segon de batxillerat de matematiques aplicades a les ciencies socials
6259;neusmunte;jxcat;"Avui, cavalcada, nit de Reis. Demà, regals, envoltoris de colors, joguines, llibres, arrecades, rialles, abraçades, crits, corredisses,piles per a les joguines, taules, plats, copes de cava, tortell. N’hi ha 9 que no ho podran fer. Els volem a tots a casa
#llibertatpresospolítics";2019-01-05 20:41:03;132;506;avui cavalcada nit de reis dema regals envoltoris de colors joguines llibres arrecades rialles abracades crits corredisses piles per a les joguines taules plats copes de cava tortell n hi ha que no ho podran fer els volem a tots a casa llibertatpresospolitics
6260;josebouvila;pp;La alcaldesa @AdaColau siempre paga la fiesta de los #separatistas. Es su manera de quedar bien con ellos, aunque sea con el dinero de todos los barceloneses #BouBCN2019 #BouResponde #BouAlcalde ;2019-03-13 20:29:44;445;676;la alcaldesa adacolau siempre paga la fiesta de los separatistas es su manera de quedar bien con ellos aunque sea con el dinero de todos los barceloneses boubcn bouresponde boualcalde 
6261;KRLS;jxcat;El nacionalisme espanyol ho ridiculitza. En diuen viure a Màtrix, al núvol, en la virtualitat, en el terreny no real. Se'n riuen sempre que poden. Ho sap el conseller @jordiPuignero. Però els països menys arrogants van fent camí i apropen millor la democràcia als seus ciutadans. ;2019-03-04 08:04:23;3140;7202;el nacionalisme espanyol ho ridiculitza en diuen viure a matrix al nuvol en la virtualitat en el terreny no real se n riuen sempre que poden ho sap el conseller jordipuignero pero els paisos menys arrogants van fent cami i apropen millor la democracia als seus ciutadans 
6262;g_lopezsanz;bcncapital;ERC fitxa per les seves llistes tot allò que es mou, de dretes a esquerres, si és parcialment independentista, però rebutja la uniformitat. Prefereixen aspirar a l'hegemonia a qualsevol preu.;2019-02-25 17:53:07;2;6;erc fitxa per les seves llistes tot allo que es mou de dretes a esquerres si es parcialment independentista pero rebutja la uniformitat prefereixen aspirar a l hegemonia a qualsevol preu 
6263;Jaumeasens;bcomu;"Una buenísima notícia para Helena y para el conjunto de defensoras de #DerechosHumanos. Frente a los que criminalizan la solidaridad, seguiremos peleando al lado de los q defienden el derecho a la vida.
";2019-03-11 08:47:28;48;138;una buenisima noticia para helena y para el conjunto de defensoras de derechoshumanos frente a los que criminalizan la solidaridad seguiremos peleando al lado de los q defienden el derecho a la vida 
6264;josebouvila;pp;"Ahora sí, el #separatismo utiliza su arma definitiva: la movilización zombie 😂

#Berga
#ElMónEnsMira
#LaRepublicaNoExisteIdiota 
#YoNoSoyFachaSoyEspañol
#Pensamiento #indepe
#OrgulloZombie ";2019-02-17 09:19:19;94;212;ahora si el separatismo utiliza su arma definitiva la movilizacion zombie berga elmonensmira larepublicanoexisteidiota yonosoyfachasoyespanol pensamiento indepe orgullozombie 
6265;jordigraupera;bcncapital;Ja sé que fa vergonya aliena que facin veure que no ho tenen decidit. Però aquesta comèdia és més important que no sembla. FIL ;2019-01-13 16:41:06;1392;1495;ja se que fa vergonya aliena que facin veure que no ho tenen decidit pero aquesta comedia es mes important que no sembla fil 
6266;CarinaMejias;vallsbcn;Una mujer valiente @MariaCorinaYA hace un llamamiento a los españoles en apoyo a la causa en defensa de la democracia, la justicia y la libertad en #Venezuela ;2019-01-26 20:55:16;12;17;una mujer valiente mariacorinaya hace un llamamiento a los espanoles en apoyo a la causa en defensa de la democracia la justicia y la libertad en venezuela 
6267;AdaColau;bcomu;Molt contenta i agraïda amb el pas endavant de @jaumeasens @AinaVS @G_Pisarello @joanmena @MariaFreixanet i resta de companys/es. Un equip honest i compromés que estic segura que farà la millor defensa de Catalunya i la seva gent al Congrés dels diputats. ;2019-03-10 17:53:08;102;228;molt contenta i agraida amb el pas endavant de jaumeasens ainavs gpisarello joanmena mariafreixanet i resta de companys es un equip honest i compromes que estic segura que fara la millor defensa de catalunya i la seva gent al congres dels diputats 
6268;CarinaMejias;vallsbcn;"Empieza el #PleBCN en el que Colau fracasará de nuevo en su proyecto de remunicipalizar los servicios funerarios después de desprestigiar a las empresas, perjudicar a los trabajadores y utilizar la sindicatura en beneficio partidista.
#GestionFracasADA 👎 ";2019-02-27 08:40:14;10;16;empieza el plebcn en el que colau fracasara de nuevo en su proyecto de remunicipalizar los servicios funerarios despues de desprestigiar a las empresas perjudicar a los trabajadores y utilizar la sindicatura en beneficio partidista gestionfracasada 
6269;gonzalezpons;pp;El Parlamento Europeo cambia agenda para celebrar mañana debate sobre urgente necesidad humanitaria en #Venezuela Queremos apoyar propuestas de @jguaido y la Asamblea y endurecer sanciones contra Maduro y sus narcojerarcas. El tirano ha apagado la luz para que no le veamos matar.;2019-03-11 18:17:39;1305;1641;el parlamento europeo cambia agenda para celebrar manana debate sobre urgente necesidad humanitaria en venezuela queremos apoyar propuestas de jguaido y la asamblea y endurecer sanciones contra maduro y sus narcojerarcas el tirano ha apagado la luz para que no le veamos matar 
6270;joanlopezalegre;pp;Es necesario no olvidar que el Ministro italiano que ha negado auxilio al #Aquarius pertenece a la ultra derechista Liga Norte, uno de los pocos partidos que ha mostrado su apoyo al separatismo catalán;2018-06-12 06:46:49;673;1157;es necesario no olvidar que el ministro italiano que ha negado auxilio al aquarius pertenece a la ultra derechista liga norte uno de los pocos partidos que ha mostrado su apoyo al separatismo catalan
6271;albertofdezxbcn;pp;Acabo de anunciar que pondré fin a mi etapa municipal y no seré candidato a las próximas elecciones. Ser concejal me ha permitido conocer mejor #Barcelona, quererla aun más, aprender de ella, de sus vecinos y barrios. Barcelona siempre ha de estar por encima de siglas de partido ;2018-12-10 12:24:59;93;249;acabo de anunciar que pondre fin a mi etapa municipal y no sere candidato a las proximas elecciones ser concejal me ha permitido conocer mejor barcelona quererla aun mas aprender de ella de sus vecinos y barrios barcelona siempre ha de estar por encima de siglas de partido 
6272;ernestmaragall;erc;"En contra, no. A favor d'afrontar la qüestió de fons. A Barcelona, a Catalunya, a Europa i arreu encara som lluny de la solució que el sector necessita. Cal una regulació nova i valenta per: (Fil 1/2 👇). 

";2019-03-07 12:34:01;12;42;en contra no a favor d afrontar la questio de fons a barcelona a catalunya a europa i arreu encara som lluny de la solucio que el sector necessita cal una regulacio nova i valenta per fil 
6273;CarinaMejias;vallsbcn;"Barcelona necesita con urgencia reforzar las medidas de seguridad, la presencia y la acción de los cuerpos policiales es imprescindible para la convivencia.

Colau cierra el mandato con el mayor incremento de hurtos de los últimos cuatro años ";2019-02-18 10:08:37;28;32;barcelona necesita con urgencia reforzar las medidas de seguridad la presencia y la accion de los cuerpos policiales es imprescindible para la convivencia colau cierra el mandato con el mayor incremento de hurtos de los ultimos cuatro anos 
6274;laiabonetrull;psc;Disponible ja la @RevistaAlterEco nº55 del mes de febrer amb el Dossier dedicat a la precarietat laboral i l’equiparació de salaris  una entrevista a Cecilia Castaño Collado, Catedràtica d’Economia i experta en gènere @unicomplutense i molt més. ;2018-02-05 19:18:43;1;6;disponible ja la revistaaltereco no del mes de febrer amb el dossier dedicat a la precarietat laboral i l equiparacio de salaris una entrevista a cecilia castano collado catedratica d economia i experta en genere unicomplutense i molt mes 
6275;DolorsMM;pp;Somos la garantía de la igualdad entre hombres y mujeres. Nos sentimos orgullosas de todo lo que hemos conseguido. Que no hablen por nosotras. #8M ;2019-03-05 10:32:54;82;169;somos la garantia de la igualdad entre hombres y mujeres nos sentimos orgullosas de todo lo que hemos conseguido que no hablen por nosotras m 
6276;DolorsMM;pp;"El responsable de que haya lazos amarillos en las instituciones y espacios públicos es Sánchez.

Fue el PSOE el que votó en contra de la Ley de Símbolos del PP para retirar los lazos amarillos y garantizar la neutralidad.

Torra pide y Sánchez concede.

Recuérdalo el 28 de abril.";2019-03-15 15:59:24;274;462;el responsable de que haya lazos amarillos en las instituciones y espacios publicos es sanchez fue el psoe el que voto en contra de la ley de simbolos del pp para retirar los lazos amarillos y garantizar la neutralidad torra pide y sanchez concede recuerdalo el de abril 
