ResponseMetadata;Sentiment;SentimentScore
{'RequestId': 'aa3d66e0-8b61-11e9-865d-df18f3645032', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'aa3d66e0-8b61-11e9-865d-df18f3645032', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:25:19 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.10970933735370636, 'Negative': 0.0009860754944384098, 'Neutral': 0.8828050494194031, 'Mixed': 0.0064995670691132545}
{'RequestId': 'aa4e08b1-8b61-11e9-865d-df18f3645032', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'aa4e08b1-8b61-11e9-865d-df18f3645032', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:19 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.022756535559892654, 'Negative': 0.028995011001825333, 'Neutral': 0.9324290156364441, 'Mixed': 0.01581941917538643}
{'RequestId': 'aa60a653-8b61-11e9-865d-df18f3645032', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'aa60a653-8b61-11e9-865d-df18f3645032', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:25:19 GMT', 'connection': 'close'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.3205985724925995, 'Negative': 0.023162709549069405, 'Neutral': 0.6074652075767517, 'Mixed': 0.04877353459596634}
{'RequestId': 'aa93eb4a-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'aa93eb4a-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:25:19 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.38058215379714966, 'Negative': 0.05903079733252525, 'Neutral': 0.5041807293891907, 'Mixed': 0.05620630830526352}
{'RequestId': 'aaa1f50b-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'aaa1f50b-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:25:19 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.012156952172517776, 'Negative': 0.0059944624081254005, 'Neutral': 0.9739373326301575, 'Mixed': 0.00791121181100607}
{'RequestId': 'aaafd7bc-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'aaafd7bc-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:25:19 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.02007547952234745, 'Negative': 0.0006000620778650045, 'Neutral': 0.9777788519859314, 'Mixed': 0.0015455695101991296}
{'RequestId': 'aabd453d-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'aabd453d-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:25:19 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.09362376481294632, 'Negative': 0.18844293057918549, 'Neutral': 0.6389957666397095, 'Mixed': 0.07893750071525574}
{'RequestId': 'aacb760e-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'aacb760e-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:25:19 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.5813422203063965, 'Negative': 0.0007111490122042596, 'Neutral': 0.411443829536438, 'Mixed': 0.006502731237560511}
{'RequestId': 'aadb2d7f-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'aadb2d7f-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:25:19 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.35344985127449036, 'Negative': 0.009605182334780693, 'Neutral': 0.5955030918121338, 'Mixed': 0.04144181311130524}
{'RequestId': 'ab18d2c0-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ab18d2c0-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:21 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.28628990054130554, 'Negative': 0.007885314524173737, 'Neutral': 0.6815332770347595, 'Mixed': 0.024291571229696274}
{'RequestId': 'ab297491-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ab297491-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:21 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.17944757640361786, 'Negative': 0.006865322589874268, 'Neutral': 0.8048286437988281, 'Mixed': 0.008858561515808105}
{'RequestId': 'ab37a562-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ab37a562-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:25:21 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.2698494791984558, 'Negative': 0.15358911454677582, 'Neutral': 0.47467362880706787, 'Mixed': 0.1018877848982811}
{'RequestId': 'ab45fd43-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ab45fd43-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:25:21 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.10557126253843307, 'Negative': 0.406083881855011, 'Neutral': 0.10928130149841309, 'Mixed': 0.37906360626220703}
{'RequestId': 'ab54a344-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ab54a344-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:25:21 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.6348044276237488, 'Negative': 0.0002484373690094799, 'Neutral': 0.3586260676383972, 'Mixed': 0.00632112193852663}
{'RequestId': 'ab637055-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ab637055-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:25:21 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.1123354434967041, 'Negative': 0.17318470776081085, 'Neutral': 0.6673985719680786, 'Mixed': 0.04708131402730942}
{'RequestId': 'ab712bf6-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ab712bf6-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:21 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.96781986951828, 'Negative': 0.0002713538706302643, 'Neutral': 0.022526660934090614, 'Mixed': 0.009381997399032116}
{'RequestId': 'ab804727-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ab804727-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:25:21 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.10303903371095657, 'Negative': 0.0048324489034712315, 'Neutral': 0.8795740008354187, 'Mixed': 0.012554480694234371}
{'RequestId': 'ab8ec618-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ab8ec618-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:25:21 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.06040205806493759, 'Negative': 0.18324655294418335, 'Neutral': 0.703065037727356, 'Mixed': 0.053286340087652206}
{'RequestId': 'ab9d6c19-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ab9d6c19-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:25:21 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.058999255299568176, 'Negative': 0.6767458319664001, 'Neutral': 0.11985152214765549, 'Mixed': 0.1444033980369568}
{'RequestId': 'ababc3fa-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ababc3fa-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:25:21 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.3402200937271118, 'Negative': 0.03509119525551796, 'Neutral': 0.5989945530891418, 'Mixed': 0.025694124400615692}
{'RequestId': 'abbd502b-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'abbd502b-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:25:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.15611906349658966, 'Negative': 0.06866813451051712, 'Neutral': 0.7518383860588074, 'Mixed': 0.023374497890472412}
{'RequestId': 'abcc6b5c-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'abcc6b5c-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.3482491672039032, 'Negative': 0.0036316262558102608, 'Neutral': 0.6371542811393738, 'Mixed': 0.010964867658913136}
{'RequestId': 'abdc22cd-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'abdc22cd-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:25:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.16206307709217072, 'Negative': 0.0031101421918720007, 'Neutral': 0.8290209770202637, 'Mixed': 0.005805752240121365}
{'RequestId': 'abeb16ee-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'abeb16ee-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.10082802176475525, 'Negative': 0.0036667357198894024, 'Neutral': 0.880111813545227, 'Mixed': 0.015393421053886414}
{'RequestId': 'abf947bf-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'abf947bf-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '165', 'date': 'Mon, 10 Jun 2019 09:25:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.023449180647730827, 'Negative': 0.0010426647495478392, 'Neutral': 0.9740095734596252, 'Mixed': 0.001498574623838067}
{'RequestId': 'ac088a00-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ac088a00-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.2391904592514038, 'Negative': 0.0022512052673846483, 'Neutral': 0.7501860857009888, 'Mixed': 0.008372250944375992}
{'RequestId': 'ac17cc41-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ac17cc41-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:25:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.0740656852722168, 'Negative': 0.0101539995521307, 'Neutral': 0.8875682353973389, 'Mixed': 0.028212156146764755}
{'RequestId': 'ac273592-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ac273592-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:25:22 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.6689766049385071, 'Negative': 0.0016609319718554616, 'Neutral': 0.3206043839454651, 'Mixed': 0.008758141659200191}
{'RequestId': 'ac3602a3-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ac3602a3-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.12926888465881348, 'Negative': 0.005889520514756441, 'Neutral': 0.8569382429122925, 'Mixed': 0.007903320714831352}
{'RequestId': 'ac43be44-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ac43be44-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:25:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.005429698619991541, 'Negative': 0.0005945631419308484, 'Neutral': 0.9933637380599976, 'Mixed': 0.0006119641475379467}
{'RequestId': 'ac5152d5-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ac5152d5-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:25:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.25925371050834656, 'Negative': 0.0360824279487133, 'Neutral': 0.6731259226799011, 'Mixed': 0.031537946313619614}
{'RequestId': 'ac9b0607-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ac9b0607-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:25:23 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.004554595332592726, 'Negative': 0.8524419665336609, 'Neutral': 0.08588813245296478, 'Mixed': 0.057115308940410614}
{'RequestId': 'acaa9668-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'acaa9668-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:23 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.003925169352442026, 'Negative': 0.08611248433589935, 'Neutral': 0.8983153700828552, 'Mixed': 0.011646941304206848}
{'RequestId': 'acb9b199-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'acb9b199-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:23 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.05188378691673279, 'Negative': 0.022438621148467064, 'Neutral': 0.9116145968437195, 'Mixed': 0.014063014648854733}
{'RequestId': 'acc87eaa-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'acc87eaa-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:25:23 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.17100045084953308, 'Negative': 0.06357873976230621, 'Neutral': 0.7153006196022034, 'Mixed': 0.050120219588279724}
{'RequestId': 'acdaa71c-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'acdaa71c-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:23 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.025896599516272545, 'Negative': 0.10623277723789215, 'Neutral': 0.8094850182533264, 'Mixed': 0.058385659009218216}
{'RequestId': 'aceafacd-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'aceafacd-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:25:23 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.1868477761745453, 'Negative': 0.023383216932415962, 'Neutral': 0.7623758912086487, 'Mixed': 0.02739313431084156}
{'RequestId': 'acfbc3b1-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'acfbc3b1-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:25:23 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.009373816661536694, 'Negative': 0.7131665945053101, 'Neutral': 0.2521853744983673, 'Mixed': 0.02527422271668911}
{'RequestId': 'ad09cd73-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ad09cd73-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '159', 'date': 'Mon, 10 Jun 2019 09:25:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.429246187210083, 'Negative': 0.01637641154229641, 'Neutral': 0.5302532911300659, 'Mixed': 0.02412409521639347}
{'RequestId': 'ad189a85-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ad189a85-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:24 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.022350341081619263, 'Negative': 0.8738833069801331, 'Neutral': 0.06126090884208679, 'Mixed': 0.04250543192028999}
{'RequestId': 'ad27b5b7-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ad27b5b7-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:25:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.04932839423418045, 'Negative': 0.032595131546258926, 'Neutral': 0.8680400252342224, 'Mixed': 0.05003635957837105}
{'RequestId': 'ad38f3c9-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ad38f3c9-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:25:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.016787094995379448, 'Negative': 0.201133593916893, 'Neutral': 0.7003774642944336, 'Mixed': 0.08170182257890701}
{'RequestId': 'ad48f95e-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ad48f95e-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '165', 'date': 'Mon, 10 Jun 2019 09:25:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.0020669628866016865, 'Negative': 0.0009143886854872108, 'Neutral': 0.9963802695274353, 'Mixed': 0.0006384265143424273}
{'RequestId': 'ad57ed7f-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ad57ed7f-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:25:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.2975512146949768, 'Negative': 0.006140800658613443, 'Neutral': 0.674909234046936, 'Mixed': 0.02139880321919918}
{'RequestId': 'ad661e50-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ad661e50-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:25:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.022983388975262642, 'Negative': 0.0197041817009449, 'Neutral': 0.9432913661003113, 'Mixed': 0.01402110792696476}
{'RequestId': 'ad753983-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ad753983-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.0402718260884285, 'Negative': 0.001668429234996438, 'Neutral': 0.9543781876564026, 'Mixed': 0.0036816298961639404}
{'RequestId': 'ad82ce15-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ad82ce15-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:25:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.36904701590538025, 'Negative': 0.00173997285310179, 'Neutral': 0.6177037358283997, 'Mixed': 0.011509235948324203}
{'RequestId': 'ad90fee8-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ad90fee8-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:25:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.014465036801993847, 'Negative': 0.038947392255067825, 'Neutral': 0.9342572689056396, 'Mixed': 0.012330366298556328}
{'RequestId': 'ad9f08ab-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'ad9f08ab-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:25:24 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.0011169693898409605, 'Negative': 0.897902250289917, 'Neutral': 0.07135211676359177, 'Mixed': 0.029628640040755272}
{'RequestId': 'adbe296e-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'adbe296e-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:25:25 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.27528199553489685, 'Negative': 0.09039251506328583, 'Neutral': 0.5760921239852905, 'Mixed': 0.05823325738310814}
{'RequestId': 'adcccf73-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'adcccf73-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:25:25 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.041253361850976944, 'Negative': 0.09168414771556854, 'Neutral': 0.8403254747390747, 'Mixed': 0.02673700824379921}
{'RequestId': 'adda6405-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'adda6405-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:25:25 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.08978278934955597, 'Negative': 0.007688071578741074, 'Neutral': 0.8937851190567017, 'Mixed': 0.008744067512452602}
{'RequestId': 'adeb05d9-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'adeb05d9-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:25:25 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.01582038775086403, 'Negative': 0.8136488199234009, 'Neutral': 0.07642238587141037, 'Mixed': 0.0941084623336792}
{'RequestId': 'adfa963b-8b61-11e9-9387-7fef5946b0b6', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': 'adfa963b-8b61-11e9-9387-7fef5946b0b6', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:25:25 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.13968542218208313, 'Negative': 0.03257601335644722, 'Neutral': 0.8152907490730286, 'Mixed': 0.012447844259440899}
